diagnostic,specialty
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
Queratocono,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
"Gonartrosis, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otras formas especificadas de catarata,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Parto prematuro,OFTALMOLOGIA
Estenosis y estrechez congenitas del conducto lagrimal,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Hipotiroidismo,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
"Diabetes mellitus, no especificada, sin mencion de complicacion",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Blefaritis,OFTALMOLOGIA
Ceguera de un ojo,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Conjuntivitis,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Hipermetropia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Conjuntivitis viral,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Alteraciones de la vision,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Artritis, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Sospecha de glaucoma,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Cefalea,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
"Trastorno del aparato lagrimal, no especificado",OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Celulitis de otros sitios,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Epifora,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Diabetes mellitus insulinodependiente,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Hipertensión esencial (primaria),OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Otras diabetes mellitus especificadas,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Inflamacion aguda y la no especificada de las vias lagrimales,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Desprendimiento y desgarro de la retina,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos de la glandula lagrimal,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Dolor ocular,OFTALMOLOGIA
Otras diabetes mellitus especificadas,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Esclerosis multiple,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Parto prematuro,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Cuerpo extraño en las vias genitourinarias, parte no especificada",OFTALMOLOGIA
Cuerpo extraño en parte externa del ojo,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Trastornos de la esclerotica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Pterigion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Contusion,OFTALMOLOGIA
Catarata en otras enfermedades clasificadas en otra parte,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Hipertensión esencial (primaria),OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Ceguera de un ojo,OFTALMOLOGIA
Otros trastornos del ojo y sus anexos,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Consulta no Especificada,OFTALMOLOGIA
Complicacion mecanica de lentes intraoculares,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Ceguera de ambos ojos,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
Afecciones degenerativas del globo ocular,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Otros trastornos de la conjuntiva,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Catarata senil,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Lupus eritematoso sistemico,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Catarata senil, no especificada",OFTALMOLOGIA
Entropion y triquiasis palpebral,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
Otros trastornos de la glandula lagrimal,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Queratoconjuntivitis,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
"Conjuntivitis aguda, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Astigmatismo,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Otros trastornos del globo ocular,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros estrabismos especificados,OFTALMOLOGIA
Conjuntivitis viral,OFTALMOLOGIA
"Tumor benigno de la piel del parpado, incluida la comisura palpebral",OFTALMOLOGIA
"Ceguera de un ojo, vision subnormal del otro",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Hemorragia conjuntival,OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Diabetes mellitus no insulinodependiente,OFTALMOLOGIA
Catarata complicada,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Cataratas y otros trastornos del cristalino en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Transtornos de la acomodacion y de la refraccion,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Cataratas y otros trastornos del cristalino en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Otras formas especificadas de catarata,OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Miopía,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Catarata traumatica,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
Otras diabetes mellitus especificadas,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Cataratas y otros trastornos del cristalino en enfermedades clasificadas en otra parte,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Conjuntivitis aguda, no especificada",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Ceguera y disminucion de la agudeza visual,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Miopatia, no especificada",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Cuerpo extraño en la cornea,OFTALMOLOGIA
"Diabetes mellitus no insulinodependiente, sin mencion de complicacion",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Estenosis y estrechez congenitas del conducto lagrimal,OFTALMOLOGIA
Ectropion del parpado,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Disminucion de la agudeza visual, sin especificacion",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Diabetes mellitus insulinorequiriente,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
Presbicia,OFTALMOLOGIA
"Estrabismo paralitico, no especificado",OFTALMOLOGIA
Paralisis de Bell,OFTALMOLOGIA
Cefalea,OFTALMOLOGIA
Distrofia hereditaria de la cornea,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Catarata, no especificada",OFTALMOLOGIA
Otras atenciones medicas especificadas,OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
Estenosis y estrechez congenitas del conducto lagrimal,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Glaucoma,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Ambliopia ex anopsia,OFTALMOLOGIA
Epilepsia sintomatica no refractaria (90 vista en nivel secundario),OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Miopia,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Astigmatismo,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
Otros trastornos de la refraccion,OFTALMOLOGIA
Retinopatia diabetica,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Astigmatismo,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Cataratas y otros trastornos del cristalino en enfermedades clasificadas en otra parte,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Calacio chalazion,OFTALMOLOGIA
"Estrabismo, no especificado",OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
"Trastorno de la refraccion, no especificado",OFTALMOLOGIA
